,instance_index,receiver_polygon_area,transmitter_polygon_area,adversary_domain_pass_count,alpha_angle,avg_distance_receiver_adversary_boundaries,avg_distance_transmitter_adversary_boundaries,min_distance_transmitter_adversary_boundaries,min_distance_receiver_adversary_boundaries,adversary_friend_area_ratio,adversary_friend_area_ratio_reduced
3146,3201,144.8676283121991,79.84558523138598,1,96.07784785725383,31.7967407714936,35.36936451796681,0.0,0.0,0.34800416179176014,0.32312425337272965
3147,3202,97.10672554653507,726.1997783845432,0,81.09892236271612,32.491178562619346,31.67244736764509,0.0,0.0,0.026165621421049515,0.0
3148,3203,456.8094251995075,1801.4779421936262,0,81.39522952890806,30.54086017463416,33.450086041310904,0.0,0.0,0.027563266998444445,0.01245890755741312
3149,3204,938.0505970095949,535.0526808813266,0,81.27809874802297,31.219010109761786,27.68987733428727,0.0,0.0,0.029729250172590344,0.0
3150,3205,359.4491315254883,904.575732325167,1,100.45169912416898,26.000100552134576,31.27116326808154,0.0,0.0,0.3053167051948718,0.17112011770035662
3151,3206,704.7350781697753,139.48134147864,0,71.3833552472261,31.33010021988159,25.57739789580758,0.0,0.0,0.08741714879649419,0.0
3152,3207,95.89770901719318,644.0799559689959,1,66.52922082706512,21.57876105935803,31.13706303185473,0.0,2.5918934958505186,0.1107446696187416,0.002549630584430601
3153,3208,452.25396318462424,106.87606166008972,0,75.44657597661688,33.699436294051154,21.7469665856515,0.0,10.51828839461039,0.12186045093377232,0.0
3154,3209,94.13711674350883,67.51957490728813,1,80.73940179896582,13.354864274402754,33.186342481553424,8.819905222719497,0.0,0.7993143115147625,0.7851443768722672
3155,3210,102.51377770922448,148.30141166983543,2,47.01624029111895,35.82458527628857,12.338111797816826,0.0,0.0,0.5252260259465796,0.4811600938630158
3156,3211,93.37099528085507,621.0280458507259,1,63.97603962346986,36.371814004786515,35.95583879588871,0.0,0.0,0.5410725221130518,0.44205845055314513
3157,3212,82.35786509405838,19.788388328283705,1,25.330929430182444,17.74444837924322,11.918463110953835,5.829795768582488,0.0,0.5015783128010906,0.48377416807846907
3158,3213,20.807031675572127,370.9782611220837,1,69.82442058369132,19.83840775452297,17.163962321226617,0.0,0.0,0.20503592416942645,0.17048005332806315
3159,3214,387.4741605418288,57.294189283076186,1,62.37694855356011,14.969672325379875,19.90232298870362,0.0,0.0,0.0987560285713753,0.06906343256855337
3160,3215,33.54753910735199,33.71187916324681,0,74.54776159781264,19.021041077190482,13.544639465272255,0.0,0.0,0.15013690019928333,0.0023266649593610867
